date,expected_value,preliminary_value,name,confirmed_value
161012,,,,
161012,1100,1100,銀行券要因,
161012,-2500,-2500,財政等要因,
161012,-1400,-1400,資金過不足,
161012,7400,7400,国債買入,
161012,30100,30100,国庫短期証券買入,
161012,,,国庫短期証券売却,
161012,,,国債買現先,
161012,,,国債売現先,
161012,,,共通担保資金供給（本店）,
161012,,,共通担保資金供給（全店）,
161012,,,ＣＰ買現先,
161012,,,手形売出,
161012,-500,-500,ＣＰ等買入,
161012,,,社債等買入,
161012,,,ＥＴＦ買入,
161012,,,Ｊ-ＲＥＩＴ買入,
161012,,,被災地金融機関支援資金供給等,
161012,,,貸出,
161012,200,200,国債補完供給,
161012,,-900,-900,
161012,,,米ドル資金供給用担保国債供給,
161012,+37200,+36300,小計（除く貸出支援基金）,
161012,,,成長基盤強化支援資金供給,
161012,,,貸出増加支援資金供給,
161012,+0,+0,小計（貸出支援基金）,
161012,+37200,+36300,合計,
161012,+35800,+34900,当座預金増減,
161012,,3089700,当座預金残高,
161012,,2777600,準備預金残高,
161012,,2305600,積み終了先,
161012,,2305600,超過準備,
161012,,312100,非準預先残高,
161012,,,マネタリーベース,
161012,,積み期間（9/16～10/15日）の所要準備額（積数）,積み期間（9/16～10/15日）の所要準備額（積数）,2088800
161012,,積み期間（9/16～10/15日）の所要準備額（１日平均）,積み期間（9/16～10/15日）の所要準備額（１日平均）,69600
161012,,10/13日以降の残り要積立額（積数）,10/13日以降の残り要積立額（積数）,100
161012,,10/13日以降の残り要積立額（１日平均）,10/13日以降の残り要積立額（１日平均）,0
