date,expected_value,preliminary_value,name,confirmed_value
160127,,,,
160127,-100,-200,銀行券要因,
160127,1500,-600,財政等要因,
160127,1400,-800,資金過不足,
160127,5100,5100, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,-100,-100, ,
160127,,, ,
160127,200,200, ,
160127,,, ,
160127,,, ,
160127,,, ,
160127,,-100, ,
160127,+5200,+5100, ,
160127,,, ,
160127,,, ,
160127,+0,+0, ,
160127,+5200,+5100,合計,
160127,+6600,+4300,当座預金増減,
160127,,2587400,当座預金残高,
160127,,2377200, ,
160127,,1925100, ,
160127,,1925000, ,
160127,,210200, ,
160127,,,マネタリーベース,
160127,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2055700
160127,,積み期間（1/16～2/15日）の所要準備額（1日平均）,積み期間（1/16～2/15日）の所要準備額（1日平均）,66300
160127,,1/28日以降の残り要積立額（積数）,1/28日以降の残り要積立額（積数）,41500
160127,,1/28日以降の残り要積立額（１日平均）,1/28日以降の残り要積立額（１日平均）,2200
