date,expected_value,preliminary_value,name,confirmed_value
160425,,,,
160425,-1000,-1200,銀行券要因,
160425,-600,-100,財政等要因,
160425,-1600,-1300,資金過不足,
160425,,, ,
160425,,, ,
160425,,, ,
160425,,, ,
160425,,, ,
160425,,, ,
160425,3200,3200, ,
160425,,, ,
160425,,, ,
160425,-500,-500, ,
160425,-300,-300, ,
160425,,, ,
160425,,, ,
160425,,, ,
160425,,, ,
160425,400,400, ,
160425,-900,-1100, ,
160425,,, ,
160425,,, ,
160425,+0,+0, ,
160425,-900,-1100,合計,
160425,-2500,-2400,当座預金増減,
160425,,2820900,当座預金残高,
160425,,2538900, ,
160425,,2076900, ,
160425,,2075500, ,
160425,,282000, ,
160425,,,マネタリーベース,
160425,,積み期間（4/16～5/15日）の所要準備額（積数）,積み期間（4/16～5/15日）の所要準備額（積数）,2037700
160425,,積み期間（4/16～5/15日）の所要準備額（1日平均）,積み期間（4/16～5/15日）の所要準備額（1日平均）,67900
160425,,4/26日以降の残り要積立額（積数）,4/26日以降の残り要積立額（積数）,7100
160425,,4/26日以降の残り要積立額（１日平均）,4/26日以降の残り要積立額（１日平均）,400
