date,expected_value,preliminary_value,name,confirmed_value
160610,,,,
160610,0,0,銀行券要因,
160610,-8200,-9200,財政等要因,
160610,-8200,-9200,資金過不足,
160610,9600,9600, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,-1000,-1000, ,
160610,-100,-100, ,
160610,400,400, ,
160610,,, ,
160610,,, ,
160610,,, ,
160610,,-100, ,
160610,+8900,+8800, ,
160610,,, ,
160610,,, ,
160610,+0,+0, ,
160610,+8900,+8800,合計,
160610,+700,-400,当座預金増減,
160610,,2856100,当座預金残高,
160610,,2579100, ,
160610,,2138200, ,
160610,,2138000, ,
160610,,277000, ,
160610,,,マネタリーベース,
160610,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2141100
160610,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,69100
160610,,6/13日以降の残り要積立額（積数）,6/13日以降の残り要積立額（積数）,100
160610,,6/13日以降の残り要積立額（１日平均）,6/13日以降の残り要積立額（１日平均）,0
