date,expected_value,preliminary_value,name,confirmed_value
160804,,,,
160804,0,100,銀行券要因,
160804,-19100,-20300,財政等要因,
160804,-19100,-20200,資金過不足,
160804,,,国債買入,
160804,,,国庫短期証券買入,
160804,,,国庫短期証券売却,
160804,,,国債買現先,
160804,,,国債売現先,
160804,,,共通担保資金供給（本店）,
160804,,,共通担保資金供給（全店）,
160804,,,ＣＰ買現先,
160804,,,手形売出,
160804,-100,-100,ＣＰ等買入,
160804,,,社債等買入,
160804,100,100,ＥＴＦ買入,
160804,,,Ｊ-ＲＥＩＴ買入,
160804,,,被災地金融機関支援資金供給等,
160804,,,貸出,
160804,500,500,国債補完供給,
160804,,-1200,"-1,200",
160804,+500,-700,小計（除く貸出支援基金）,
160804,,,成長基盤強化支援資金供給,
160804,,,貸出増加支援資金供給,
160804,+0,+0,小計（貸出支援基金）,
160804,+500,-700,合計,
160804,-18600,-20900,当座預金増減,
160804,,2950300,当座預金残高,
160804,,2654000,準備預金残高,
160804,,2198400,積み終了先,
160804,,2198400,超過準備,
160804,,296300,非準預先残高,
160804,,,マネタリーベース,
160804,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2139400
160804,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,69000
160804,,8/5日以降の残り要積立額（積数）,8/5日以降の残り要積立額（積数）,4500
160804,,8/5日以降の残り要積立額（１日平均）,8/5日以降の残り要積立額（１日平均）,400
