date,expected_value,preliminary_value,name,confirmed_value
160926,,,,
160926,800,900,銀行券要因,
160926,2300,2300,財政等要因,
160926,3100,3200,資金過不足,
160926,,,国債買入,
160926,,,国庫短期証券買入,
160926,,,国庫短期証券売却,
160926,,,国債買現先,
160926,,,国債売現先,
160926,,,共通担保資金供給（本店）,
160926,2400,2400,共通担保資金供給（全店）,
160926,-2000,-2000,"-2,000",
160926,,,ＣＰ買現先,
160926,,,手形売出,
160926,-600,-600,ＣＰ等買入,
160926,1300,1300,社債等買入,
160926,-100,-100,-100,
160926,100,100,ＥＴＦ買入,
160926,,,Ｊ-ＲＥＩＴ買入,
160926,,,被災地金融機関支援資金供給等,
160926,,,貸出,
160926,1500,1500,国債補完供給,
160926,,-1600,"-1,600",
160926,,,米ドル資金供給用担保国債供給,
160926,+2600,+1000,小計（除く貸出支援基金）,
160926,,,成長基盤強化支援資金供給,
160926,,,貸出増加支援資金供給,
160926,+0,+0,小計（貸出支援基金）,
160926,+2600,+1000,合計,
160926,+5700,+4200,当座預金増減,
160926,,3126000,当座預金残高,
160926,,2819600,準備預金残高,
160926,,2341500,積み終了先,
160926,,2341500,超過準備,
160926,,306400,非準預先残高,
160926,,,マネタリーベース,
160926,,積み期間（9/16～10/15日）の所要準備額（積数）,積み期間（9/16～10/15日）の所要準備額（積数）,2072900
160926,,積み期間（9/16～10/15日）の所要準備額（１日平均）,積み期間（9/16～10/15日）の所要準備額（１日平均）,69100
160926,,9/27日以降の残り要積立額（積数）,9/27日以降の残り要積立額（積数）,9700
160926,,9/27日以降の残り要積立額（１日平均）,9/27日以降の残り要積立額（１日平均）,500
