date,expected_value,preliminary_value,name,confirmed_value
160104,,,,
160104,6100,6200,銀行券要因,
160104,2100,-500,財政等要因,
160104,8200,5700,資金過不足,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,1300,1300, ,
160104,,, ,
160104,,, ,
160104,-300,-300, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,,, ,
160104,-500,-500, ,
160104,,, ,
160104,,, ,
160104,+0,+0, ,
160104,-500,-500,合計,
160104,+7700,+5200,当座預金増減,
160104,,2535400,当座預金残高,
160104,,2312000, ,
160104,,1865100, ,
160104,,1865100, ,
160104,,223400, ,
160104,,,マネタリーベース,
160104,,積み期間（12/16～1/15日）の所要準備額（積数）,積み期間（12/16～1/15日）の所要準備額（積数）,2042000
160104,,積み期間（12/16～1/15日）の所要準備額（1日平均）,積み期間（12/16～1/15日）の所要準備額（1日平均）,65900
160104,,1/5日以降の残り要積立額（積数）,1/5日以降の残り要積立額（積数）,300
160104,,1/5日以降の残り要積立額（１日平均）,1/5日以降の残り要積立額（１日平均）,0
