date,expected_value,preliminary_value,name,confirmed_value
160624,,,,
160624,-1800,-1800,銀行券要因,
160624,6900,3000,財政等要因,
160624,5100,1200,資金過不足,
160624,13700,13700,国債買入,
160624,,,国庫短期証券買入,
160624,,,国庫短期証券売却,
160624,,,国債買現先,
160624,,,国債売現先,
160624,,,共通担保資金供給（本店）,
160624,,,共通担保資金供給（全店）,
160624,,,ＣＰ買現先,
160624,,,手形売出,
160624,-1300,-1300,ＣＰ等買入,
160624,1300,1300,社債等買入,
160624,-200,-200,-200,
160624,1100,1100,ＥＴＦ買入,
160624,,,Ｊ-ＲＥＩＴ買入,
160624,500,500,被災地金融機関支援資金供給等,
160624,-500,-500,-500,
160624,,,貸出,
160624,,-600,国債補完供給,
160624,+14600,+14000,小計（除く貸出支援基金）,
160624,,,成長基盤強化支援資金供給,
160624,,,貸出増加支援資金供給,
160624,+0,+0,小計（貸出支援基金）,
160624,+14600,+14000,合計,
160624,+19700,+15200,当座預金増減,
160624,,3028000,当座預金残高,
160624,,2733900,準備預金残高,
160624,,2253900,積み終了先,
160624,,2253700,超過準備,
160624,,294100,非準預先残高,
160624,,,マネタリーベース,
160624,,積み期間（6/16～7/15日）の所要準備額（積数）,積み期間（6/16～7/15日）の所要準備額（積数）,2064500
160624,,積み期間（6/16～7/15日）の所要準備額（１日平均）,積み期間（6/16～7/15日）の所要準備額（１日平均）,68800
160624,,6/27日以降の残り要積立額（積数）,6/27日以降の残り要積立額（積数）,4900
160624,,6/27日以降の残り要積立額（１日平均）,6/27日以降の残り要積立額（１日平均）,300
