date,expected_value,preliminary_value,name,confirmed_value
161122,,,,
161122,-1300,-1400,銀行券要因,
161122,-200,-300,財政等要因,
161122,-1500,-1700,資金過不足,
161122,11600,11600,国債買入,
161122,15000,15000,国庫短期証券買入,
161122,,,国庫短期証券売却,
161122,,,国債買現先,
161122,,,国債売現先,
161122,,,共通担保資金供給（本店）,
161122,,,共通担保資金供給（全店）,
161122,,,ＣＰ買現先,
161122,,,手形売出,
161122,-200,-200,ＣＰ等買入,
161122,,,社債等買入,
161122,400,400,ＥＴＦ買入,
161122,,,Ｊ-ＲＥＩＴ買入,
161122,,,被災地金融機関支援資金供給等,
161122,,,貸出,
161122,200,200,国債補完供給,
161122,,-200,-200,
161122,,,米ドル資金供給用担保国債供給,
161122,+27000,+26800,小計（除く貸出支援基金）,
161122,,,成長基盤強化支援資金供給,
161122,,,貸出増加支援資金供給,
161122,+0,+0,小計（貸出支援基金）,
161122,+27000,+26800,合計,
161122,+25500,+25100,当座預金増減,
161122,,3142400,当座預金残高,
161122,,2829100,準備預金残高,
161122,,2379300,積み終了先,
161122,,2377700,超過準備,
161122,,313300,非準預先残高,
161122,,,マネタリーベース,
161122,,積み期間（11/16～12/15日）の所要準備額（積数）,積み期間（11/16～12/15日）の所要準備額（積数）,2111300
161122,,積み期間（11/16～12/15日）の所要準備額（１日平均）,積み期間（11/16～12/15日）の所要準備額（１日平均）,70400
161122,,11/24日以降の残り要積立額（積数）,11/24日以降の残り要積立額（積数）,14600
161122,,11/24日以降の残り要積立額（１日平均）,11/24日以降の残り要積立額（１日平均）,700
