date,expected_value,preliminary_value,name,confirmed_value
160225,,,,
160225,-2300,-2300,銀行券要因,
160225,-1100,-4000,財政等要因,
160225,-3400,-6300,資金過不足,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,-900,-900, ,
160225,-600,-600, ,
160225,300,300, ,
160225,,, ,
160225,,, ,
160225,,, ,
160225,600,600, ,
160225,-600,-700, ,
160225,,, ,
160225,,, ,
160225,+0,+0, ,
160225,-600,-700,合計,
160225,-4000,-7000,当座預金増減,
160225,,2575100,当座預金残高,
160225,,2341200, ,
160225,,1886600, ,
160225,,1886400, ,
160225,,233900, ,
160225,,,マネタリーベース,
160225,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,1900000
160225,,積み期間（2/16～3/15日）の所要準備額（1日平均）,積み期間（2/16～3/15日）の所要準備額（1日平均）,65500
160225,,2/26日以降の残り要積立額（積数）,2/26日以降の残り要積立額（積数）,23800
160225,,2/26日以降の残り要積立額（１日平均）,2/26日以降の残り要積立額（１日平均）,1300
