date,expected_value,preliminary_value,name,confirmed_value
160914,,,,
160914,-200,-300,銀行券要因,
160914,-4300,-4100,財政等要因,
160914,-4500,-4400,資金過不足,
160914,4700,4700,国債買入,
160914,,,国庫短期証券買入,
160914,,,国庫短期証券売却,
160914,,,国債買現先,
160914,,,国債売現先,
160914,,,共通担保資金供給（本店）,
160914,,,共通担保資金供給（全店）,
160914,,,ＣＰ買現先,
160914,,,手形売出,
160914,-300,-300,ＣＰ等買入,
160914,-100,-100,社債等買入,
160914,,,ＥＴＦ買入,
160914,,,Ｊ-ＲＥＩＴ買入,
160914,,,被災地金融機関支援資金供給等,
160914,,,貸出,
160914,200,200,国債補完供給,
160914,,-3600,"-3,600",
160914,+4500,+900,小計（除く貸出支援基金）,
160914,,,成長基盤強化支援資金供給,
160914,,,貸出増加支援資金供給,
160914,+0,+0,小計（貸出支援基金）,
160914,+4500,+900,合計,
160914,+0,-3500,当座預金増減,
160914,,3036900,当座預金残高,
160914,,2725600,準備預金残高,
160914,,2273100,積み終了先,
160914,,2273100,超過準備,
160914,,311300,非準預先残高,
160914,,,マネタリーベース,
160914,,積み期間（8/16～9/15日）の所要準備額（積数）,積み期間（8/16～9/15日）の所要準備額（積数）,2149000
160914,,積み期間（8/16～9/15日）の所要準備額（１日平均）,積み期間（8/16～9/15日）の所要準備額（１日平均）,69300
160914,,9/15日以降の残り要積立額（積数）,9/15日以降の残り要積立額（積数）,0
160914,,9/15日以降の残り要積立額（１日平均）,9/15日以降の残り要積立額（１日平均）,0
