date,expected_value,preliminary_value,name,confirmed_value
160808,,,,
160808,800,800,銀行券要因,
160808,-3500,-7000,財政等要因,
160808,-2700,-6200,資金過不足,
160808,,,国債買入,
160808,,,国庫短期証券買入,
160808,,,国庫短期証券売却,
160808,,,国債買現先,
160808,,,国債売現先,
160808,,,共通担保資金供給（本店）,
160808,2000,2000,共通担保資金供給（全店）,
160808,-4800,-4800,"-4,800",
160808,,,ＣＰ買現先,
160808,,,手形売出,
160808,-200,-200,ＣＰ等買入,
160808,,,社債等買入,
160808,,,ＥＴＦ買入,
160808,,,Ｊ-ＲＥＩＴ買入,
160808,,,被災地金融機関支援資金供給等,
160808,,,貸出,
160808,500,500,国債補完供給,
160808,,-300,-300,
160808,-2500,-2800,小計（除く貸出支援基金）,
160808,,,成長基盤強化支援資金供給,
160808,,,貸出増加支援資金供給,
160808,+0,+0,小計（貸出支援基金）,
160808,-2500,-2800,合計,
160808,-5200,-9000,当座預金増減,
160808,,2952400,当座預金残高,
160808,,2665500,準備預金残高,
160808,,2211700,積み終了先,
160808,,2211700,超過準備,
160808,,286900,非準預先残高,
160808,,,マネタリーベース,
160808,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2152100
160808,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,69400
160808,,8/9日以降の残り要積立額（積数）,8/9日以降の残り要積立額（積数）,2500
160808,,8/9日以降の残り要積立額（１日平均）,8/9日以降の残り要積立額（１日平均）,400
