date,expected_value,preliminary_value,name,confirmed_value
161228,,,,
161228,-2600,-2600,銀行券要因,
161228,-1300,800,財政等要因,
161228,-3900,-1800,資金過不足,
161228,,,国債買入,
161228,,,国庫短期証券買入,
161228,,,国庫短期証券売却,
161228,,,国債買現先,
161228,,,国債売現先,
161228,,,共通担保資金供給（本店）,
161228,,,共通担保資金供給（全店）,
161228,,,ＣＰ買現先,
161228,,,手形売出,
161228,-1600,-1600,ＣＰ等買入,
161228,,,社債等買入,
161228,800,800,ＥＴＦ買入,
161228,,,Ｊ-ＲＥＩＴ買入,
161228,,,被災地金融機関支援資金供給等,
161228,,,貸出,
161228,300,300,国債補完供給,
161228,,-1400,"-1,400",
161228,,,米ドル資金供給用担保国債供給,
161228,-500,-1900,小計（除く貸出支援基金）,
161228,,,成長基盤強化支援資金供給,
161228,,,貸出増加支援資金供給,
161228,+0,+0,小計（貸出支援基金）,
161228,-500,-1900,合計,
161228,-4400,-3700,当座預金増減,
161228,,3322800,当座預金残高,
161228,,2995800,準備預金残高,
161228,,2505700,積み終了先,
161228,,2505700,超過準備,
161228,,327000,非準預先残高,
161228,,,マネタリーベース,
161228,,積み期間（12/16～1/15日）の所要準備額（積数）,積み期間（12/16～1/15日）の所要準備額（積数）,2198800
161228,,積み期間（12/16～1/15日）の所要準備額（１日平均）,積み期間（12/16～1/15日）の所要準備額（１日平均）,70900
161228,,12/29日以降の残り要積立額（積数）,12/29日以降の残り要積立額（積数）,5500
161228,,12/29日以降の残り要積立額（１日平均）,12/29日以降の残り要積立額（１日平均）,300
