date,expected_value,preliminary_value,name,confirmed_value
160627,,,,
160627,-100,-300,銀行券要因,
160627,-18300,-18300,財政等要因,
160627,-18400,-18600,資金過不足,
160627,,,国債買入,
160627,,,国庫短期証券買入,
160627,,,国庫短期証券売却,
160627,,,国債買現先,
160627,,,国債売現先,
160627,,,共通担保資金供給（本店）,
160627,4100,4100,共通担保資金供給（全店）,
160627,-2100,-2100,"-2,100",
160627,,,ＣＰ買現先,
160627,,,手形売出,
160627,-800,-800,ＣＰ等買入,
160627,,,社債等買入,
160627,,,ＥＴＦ買入,
160627,,,Ｊ-ＲＥＩＴ買入,
160627,,,被災地金融機関支援資金供給等,
160627,,,貸出,
160627,600,600,国債補完供給,
160627,,-500,-500,
160627,+1800,+1300,小計（除く貸出支援基金）,
160627,,,成長基盤強化支援資金供給,
160627,,,貸出増加支援資金供給,
160627,+0,+0,小計（貸出支援基金）,
160627,+1800,+1300,合計,
160627,-16600,-17300,当座預金増減,
160627,,3010700,当座預金残高,
160627,,2721600,準備預金残高,
160627,,2241700,積み終了先,
160627,,2241700,超過準備,
160627,,289100,非準預先残高,
160627,,,マネタリーベース,
160627,,積み期間（6/16～7/15日）の所要準備額（積数）,積み期間（6/16～7/15日）の所要準備額（積数）,2064500
160627,,積み期間（6/16～7/15日）の所要準備額（１日平均）,積み期間（6/16～7/15日）の所要準備額（１日平均）,68800
160627,,6/28日以降の残り要積立額（積数）,6/28日以降の残り要積立額（積数）,4200
160627,,6/28日以降の残り要積立額（１日平均）,6/28日以降の残り要積立額（１日平均）,200
