date,expected_value,preliminary_value,name,confirmed_value
160309,,,,
160309,400,400,銀行券要因,
160309,9000,7700,財政等要因,
160309,9400,8100,資金過不足,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,-300,-300, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,,, ,
160309,100,100, ,
160309,-200,-200, ,
160309,,, ,
160309,,, ,
160309,+0,+0, ,
160309,-200,-200,合計,
160309,+9200,+7900,当座預金増減,
160309,,2589200,当座預金残高,
160309,,2348500, ,
160309,,1916400, ,
160309,,1916400, ,
160309,,240700, ,
160309,,,マネタリーベース,
160309,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,1922800
160309,,積み期間（2/16～3/15日）の所要準備額（1日平均）,積み期間（2/16～3/15日）の所要準備額（1日平均）,66300
160309,,3/10日以降の残り要積立額（積数）,3/10日以降の残り要積立額（積数）,200
160309,,3/10日以降の残り要積立額（１日平均）,3/10日以降の残り要積立額（１日平均）,0
