date,expected_value,preliminary_value,name,confirmed_value
161107,,,,
161107,1300,1500,銀行券要因,
161107,-19400,-19700,財政等要因,
161107,-18100,-18200,資金過不足,
161107,,,国債買入,
161107,,,国庫短期証券買入,
161107,,,国庫短期証券売却,
161107,,,国債買現先,
161107,,,国債売現先,
161107,,,共通担保資金供給（本店）,
161107,1400,1400,共通担保資金供給（全店）,
161107,-1800,-1800,"-1,800",
161107,,,ＣＰ買現先,
161107,,,手形売出,
161107,-400,-400,ＣＰ等買入,
161107,,,社債等買入,
161107,200,200,ＥＴＦ買入,
161107,,,Ｊ-ＲＥＩＴ買入,
161107,,,被災地金融機関支援資金供給等,
161107,,,貸出,
161107,100,100,国債補完供給,
161107,,-400,-400,
161107,,,米ドル資金供給用担保国債供給,
161107,-500,-900,小計（除く貸出支援基金）,
161107,,,成長基盤強化支援資金供給,
161107,,,貸出増加支援資金供給,
161107,+0,+0,小計（貸出支援基金）,
161107,-500,-900,合計,
161107,-18600,-19100,当座預金増減,
161107,,3167100,当座預金残高,
161107,,2848600,準備預金残高,
161107,,2384500,積み終了先,
161107,,2384500,超過準備,
161107,,318500,非準預先残高,
161107,,,マネタリーベース,
161107,,積み期間（10/16～11/15日）の所要準備額（積数）,積み期間（10/16～11/15日）の所要準備額（積数）,2170600
161107,,積み期間（10/16～11/15日）の所要準備額（１日平均）,積み期間（10/16～11/15日）の所要準備額（１日平均）,70000
161107,,11/8日以降の残り要積立額（積数）,11/8日以降の残り要積立額（積数）,2800
161107,,11/8日以降の残り要積立額（１日平均）,11/8日以降の残り要積立額（１日平均）,300
