date,expected_value,preliminary_value,name,confirmed_value
160614,,,,
160614,-200,-200,銀行券要因,
160614,3100,3200,財政等要因,
160614,2900,3000,資金過不足,
160614,12700,12700, ,
160614,17500,17500, ,
160614,,, ,
160614,,, ,
160614,,, ,
160614,,, ,
160614,,, ,
160614,,, ,
160614,,, ,
160614,-600,-600, ,
160614,-100,-100, ,
160614,300,300, ,
160614,,, ,
160614,400,400, ,
160614,,, ,
160614,400,400, ,
160614,+30600,+30200, ,
160614,,, ,
160614,,, ,
160614,+0,+0, ,
160614,+30600,+30200,合計,
160614,+33500,+33200,当座預金増減,
160614,,2885600,当座預金残高,
160614,,2600400, ,
160614,,2161400, ,
160614,,2161400, ,
160614,,285200, ,
160614,,,マネタリーベース,
160614,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2141100
160614,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,69100
160614,,6/15日以降の残り要積立額（積数）,6/15日以降の残り要積立額（積数）,100
160614,,6/15日以降の残り要積立額（１日平均）,6/15日以降の残り要積立額（１日平均）,100
