date,expected_value,preliminary_value,name,confirmed_value
161215,,,,
161215,-3400,-3400,銀行券要因,
161215,54500,54000,財政等要因,
161215,51100,50600,資金過不足,
161215,,,国債買入,
161215,,,国庫短期証券買入,
161215,,,国庫短期証券売却,
161215,,,国債買現先,
161215,,,国債売現先,
161215,,,共通担保資金供給（本店）,
161215,,,共通担保資金供給（全店）,
161215,,,ＣＰ買現先,
161215,,,手形売出,
161215,-800,-800,ＣＰ等買入,
161215,,,社債等買入,
161215,200,200,ＥＴＦ買入,
161215,,,Ｊ-ＲＥＩＴ買入,
161215,,,被災地金融機関支援資金供給等,
161215,,,貸出,
161215,700,700,国債補完供給,
161215,,-300,-300,
161215,,,米ドル資金供給用担保国債供給,
161215,+100,-200,小計（除く貸出支援基金）,
161215,,,成長基盤強化支援資金供給,
161215,59800,59800,貸出増加支援資金供給,
161215,-13000,-13000,"-13,000",
161215,+46800,+46800,小計（貸出支援基金）,
161215,+46900,+46600,合計,
161215,+98000,+97200,当座預金増減,
161215,,3238500,当座預金残高,
161215,,2907200,準備預金残高,
161215,,2454700,積み終了先,
161215,,2454700,超過準備,
161215,,331300,非準預先残高,
161215,,,マネタリーベース,
161215,,積み期間（11/16～12/15日）の所要準備額（積数）,積み期間（11/16～12/15日）の所要準備額（積数）,2122300
161215,,積み期間（11/16～12/15日）の所要準備額（１日平均）,積み期間（11/16～12/15日）の所要準備額（１日平均）,70700
