date,expected_value,preliminary_value,name,confirmed_value
160119,,,,
160119,2200,2100,銀行券要因,
160119,2800,2900,財政等要因,
160119,5000,5000,資金過不足,
160119,,, ,
160119,15000,15000, ,
160119,,, ,
160119,,, ,
160119,,, ,
160119,,, ,
160119,6200,6200, ,
160119,,, ,
160119,,, ,
160119,-300,-300, ,
160119,1000,1000, ,
160119,200,200, ,
160119,,, ,
160119,,, ,
160119,,, ,
160119,,-100, ,
160119,+18700,+18600, ,
160119,,, ,
160119,,, ,
160119,+0,+0, ,
160119,+18700,+18600,合計,
160119,+23700,+23600,当座預金増減,
160119,,2564700,当座預金残高,
160119,,2360300, ,
160119,,1878800, ,
160119,,1867100, ,
160119,,204400, ,
160119,,,マネタリーベース,
160119,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2057100
160119,,積み期間（1/16～2/15日）の所要準備額（1日平均）,積み期間（1/16～2/15日）の所要準備額（1日平均）,66400
160119,,1/20日以降の残り要積立額（積数）,1/20日以降の残り要積立額（積数）,140900
160119,,1/20日以降の残り要積立額（１日平均）,1/20日以降の残り要積立額（１日平均）,5200
