date,expected_value,preliminary_value,name,confirmed_value
160512,,,,
160512,1400,1600,銀行券要因,
160512,-34800,-38300,財政等要因,
160512,-33400,-36700,資金過不足,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,-200,-200, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,,, ,
160512,100,100, ,
160512,-100,-100, ,
160512,,, ,
160512,,, ,
160512,+0,+0, ,
160512,-100,-100,合計,
160512,-33500,-36800,当座預金増減,
160512,,2795700,当座預金残高,
160512,,2516900, ,
160512,,2060300, ,
160512,,2060300, ,
160512,,278800, ,
160512,,,マネタリーベース,
160512,,積み期間（4/16～5/15日）の所要準備額（積数）,積み期間（4/16～5/15日）の所要準備額（積数）,2060400
160512,,積み期間（4/16～5/15日）の所要準備額（1日平均）,積み期間（4/16～5/15日）の所要準備額（1日平均）,68700
160512,,5/13日以降の残り要積立額（積数）,5/13日以降の残り要積立額（積数）,100
160512,,5/13日以降の残り要積立額（１日平均）,5/13日以降の残り要積立額（１日平均）,0
