date,expected_value,preliminary_value,name,confirmed_value
161019,,,,
161019,-1000,-900,銀行券要因,
161019,2000,2500,財政等要因,
161019,1000,1600,資金過不足,
161019,12500,12500,国債買入,
161019,,,国庫短期証券買入,
161019,,,国庫短期証券売却,
161019,,,国債買現先,
161019,,,国債売現先,
161019,,,共通担保資金供給（本店）,
161019,,,共通担保資金供給（全店）,
161019,,,ＣＰ買現先,
161019,,,手形売出,
161019,-400,-400,ＣＰ等買入,
161019,,,社債等買入,
161019,,,ＥＴＦ買入,
161019,,,Ｊ-ＲＥＩＴ買入,
161019,,,被災地金融機関支援資金供給等,
161019,,,貸出,
161019,,,国債補完供給,
161019,,,米ドル資金供給用担保国債供給,
161019,+12100,+12100,小計（除く貸出支援基金）,
161019,,,成長基盤強化支援資金供給,
161019,,,貸出増加支援資金供給,
161019,+0,+0,小計（貸出支援基金）,
161019,+12100,+12100,合計,
161019,+13100,+13700,当座預金増減,
161019,,3154800,当座預金残高,
161019,,2845000,準備預金残高,
161019,,2344500,積み終了先,
161019,,2324800,超過準備,
161019,,309800,非準預先残高,
161019,,,マネタリーベース,
161019,,積み期間（10/16～11/15日）の所要準備額（積数）,積み期間（10/16～11/15日）の所要準備額（積数）,2153500
161019,,積み期間（10/16～11/15日）の所要準備額（１日平均）,積み期間（10/16～11/15日）の所要準備額（１日平均）,69500
161019,,10/20日以降の残り要積立額（積数）,10/20日以降の残り要積立額（積数）,43000
161019,,10/20日以降の残り要積立額（１日平均）,10/20日以降の残り要積立額（１日平均）,1600
