date,expected_value,preliminary_value,name,confirmed_value
161111,,,,
161111,0,100,銀行券要因,
161111,5400,5100,財政等要因,
161111,5400,5200,資金過不足,
161111,4500,4500,国債買入,
161111,,,国庫短期証券買入,
161111,,,国庫短期証券売却,
161111,,,国債買現先,
161111,,,国債売現先,
161111,,,共通担保資金供給（本店）,
161111,,,共通担保資金供給（全店）,
161111,,,ＣＰ買現先,
161111,,,手形売出,
161111,3000,3000,ＣＰ等買入,
161111,-800,-800,-800,
161111,,,社債等買入,
161111,700,700,ＥＴＦ買入,
161111,,,Ｊ-ＲＥＩＴ買入,
161111,,,被災地金融機関支援資金供給等,
161111,,,貸出,
161111,100,100,国債補完供給,
161111,,,米ドル資金供給用担保国債供給,
161111,+7500,+7500,小計（除く貸出支援基金）,
161111,,,成長基盤強化支援資金供給,
161111,,,貸出増加支援資金供給,
161111,+0,+0,小計（貸出支援基金）,
161111,+7500,+7500,合計,
161111,+12900,+12700,当座預金増減,
161111,,3164200,当座預金残高,
161111,,2855500,準備預金残高,
161111,,2395400,積み終了先,
161111,,2395300,超過準備,
161111,,308700,非準預先残高,
161111,,,マネタリーベース,
161111,,積み期間（10/16～11/15日）の所要準備額（積数）,積み期間（10/16～11/15日）の所要準備額（積数）,2170600
161111,,積み期間（10/16～11/15日）の所要準備額（１日平均）,積み期間（10/16～11/15日）の所要準備額（１日平均）,70000
161111,,11/14日以降の残り要積立額（積数）,11/14日以降の残り要積立額（積数）,300
161111,,11/14日以降の残り要積立額（１日平均）,11/14日以降の残り要積立額（１日平均）,200
