date,expected_value,preliminary_value,name,confirmed_value
160810,,,,
160810,-900,-800,銀行券要因,
160810,-16300,-16000,財政等要因,
160810,-17200,-16800,資金過不足,
160810,,,国債買入,
160810,,,国庫短期証券買入,
160810,,,国庫短期証券売却,
160810,,,国債買現先,
160810,,,国債売現先,
160810,,,共通担保資金供給（本店）,
160810,,,共通担保資金供給（全店）,
160810,,,ＣＰ買現先,
160810,,,手形売出,
160810,-400,-400,ＣＰ等買入,
160810,,,社債等買入,
160810,,,ＥＴＦ買入,
160810,,,Ｊ-ＲＥＩＴ買入,
160810,,,被災地金融機関支援資金供給等,
160810,,,貸出,
160810,400,400,国債補完供給,
160810,,-200,-200,
160810,+0,-200,小計（除く貸出支援基金）,
160810,,,成長基盤強化支援資金供給,
160810,,,貸出増加支援資金供給,
160810,+0,+0,小計（貸出支援基金）,
160810,+0,-200,合計,
160810,-17200,-17000,当座預金増減,
160810,,2966700,当座預金残高,
160810,,2675300,準備預金残高,
160810,,2221400,積み終了先,
160810,,2221300,超過準備,
160810,,291400,非準預先残高,
160810,,,マネタリーベース,
160810,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2152100
160810,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,69400
160810,,8/12日以降の残り要積立額（積数）,8/12日以降の残り要積立額（積数）,1000
160810,,8/12日以降の残り要積立額（１日平均）,8/12日以降の残り要積立額（１日平均）,200
