date,expected_value,preliminary_value,name,confirmed_value
160608,,,,
160608,600,600,銀行券要因,
160608,1800,-1500,財政等要因,
160608,2400,-900,資金過不足,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,-100,-100, ,
160608,-100,-100, ,
160608,400,400, ,
160608,,, ,
160608,,, ,
160608,,, ,
160608,100,100, ,
160608,+300,+100, ,
160608,,, ,
160608,,, ,
160608,+0,+0, ,
160608,+300,+100,合計,
160608,+2700,-800,当座預金増減,
160608,,2854600,当座預金残高,
160608,,2567400, ,
160608,,2126200, ,
160608,,2126200, ,
160608,,287200, ,
160608,,,マネタリーベース,
160608,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2141100
160608,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,69100
160608,,6/9日以降の残り要積立額（積数）,6/9日以降の残り要積立額（積数）,1600
160608,,6/9日以降の残り要積立額（１日平均）,6/9日以降の残り要積立額（１日平均）,200
