date,expected_value,preliminary_value,name,confirmed_value
160722,,,,
160722,-1800,-1800,銀行券要因,
160722,-11000,-11000,財政等要因,
160722,-12800,-12800,資金過不足,
160722,,,国債買入,
160722,,,国庫短期証券買入,
160722,,,国庫短期証券売却,
160722,,,国債買現先,
160722,,,国債売現先,
160722,,,共通担保資金供給（本店）,
160722,,,共通担保資金供給（全店）,
160722,,,ＣＰ買現先,
160722,,,手形売出,
160722,-200,-200,ＣＰ等買入,
160722,-100,-100,社債等買入,
160722,,,ＥＴＦ買入,
160722,,,Ｊ-ＲＥＩＴ買入,
160722,1100,1100,被災地金融機関支援資金供給等,
160722,-1100,-1100,"-1,100",
160722,,,貸出,
160722,500,500,国債補完供給,
160722,,-100,-100,
160722,+200,+100,小計（除く貸出支援基金）,
160722,,,成長基盤強化支援資金供給,
160722,,,貸出増加支援資金供給,
160722,+0,+0,小計（貸出支援基金）,
160722,+200,+100,合計,
160722,-12600,-12700,当座預金増減,
160722,,2997700,当座預金残高,
160722,,2700600,準備預金残高,
160722,,2231600,積み終了先,
160722,,2229600,超過準備,
160722,,297100,非準預先残高,
160722,,,マネタリーベース,
160722,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2137000
160722,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,68900
160722,,7/25日以降の残り要積立額（積数）,7/25日以降の残り要積立額（積数）,16300
160722,,7/25日以降の残り要積立額（１日平均）,7/25日以降の残り要積立額（１日平均）,700
