date,expected_value,preliminary_value,name,confirmed_value
160317,,,,
160317,-1200,-1300,銀行券要因,
160317,3200,2300,財政等要因,
160317,2000,1000,資金過不足,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,-100,-100, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,,, ,
160317,2200,2200, ,
160317,+2100,-100, ,
160317,,, ,
160317,,, ,
160317,+0,+0, ,
160317,+2100,-100,合計,
160317,+4100,+900,当座預金増減,
160317,,2609700,当座預金残高,
160317,,2364800, ,
160317,,1797500, ,
160317,,1527800, ,
160317,,244900, ,
160317,,,マネタリーベース,
160317,,積み期間（3/16～4/15日）の所要準備額（積数）,積み期間（3/16～4/15日）の所要準備額（積数）,2047100
160317,,積み期間（3/16～4/15日）の所要準備額（1日平均）,積み期間（3/16～4/15日）の所要準備額（1日平均）,66000
160317,,3/18日以降の残り要積立額（積数）,3/18日以降の残り要積立額（積数）,276200
160317,,3/18日以降の残り要積立額（１日平均）,3/18日以降の残り要積立額（１日平均）,9500
