date,expected_value,preliminary_value,name,confirmed_value
160106,,,,
160106,4600,4800,銀行券要因,
160106,-21300,-20500,財政等要因,
160106,-16700,-15700,資金過不足,
160106,5600,5600, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,-100,-100, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,,, ,
160106,+5500,+5500, ,
160106,,, ,
160106,,, ,
160106,+0,+0, ,
160106,+5500,+5500,合計,
160106,-11200,-10200,当座預金増減,
160106,,2538800,当座預金残高,
160106,,2316200, ,
160106,,1871400, ,
160106,,1871400, ,
160106,,222600, ,
160106,,,マネタリーベース,
160106,,積み期間（12/16～1/15日）の所要準備額（積数）,積み期間（12/16～1/15日）の所要準備額（積数）,2042000
160106,,積み期間（12/16～1/15日）の所要準備額（1日平均）,積み期間（12/16～1/15日）の所要準備額（1日平均）,65900
160106,,1/7日以降の残り要積立額（積数）,1/7日以降の残り要積立額（積数）,200
160106,,1/7日以降の残り要積立額（１日平均）,1/7日以降の残り要積立額（１日平均）,0
