date,expected_value,preliminary_value,name,confirmed_value
160527,,,,
160527,-1100,-1100,銀行券要因,
160527,2300,100,財政等要因,
160527,1200,-1000,資金過不足,
160527,12700,12700, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,-400,-400, ,
160527,1000,1000, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,, ,
160527,,-200, ,
160527,+13300,+13100, ,
160527,,, ,
160527,,, ,
160527,+0,+0, ,
160527,+13300,+13100,合計,
160527,+14500,+12100,当座預金増減,
160527,,2849100,当座預金残高,
160527,,2563800, ,
160527,,2108800, ,
160527,,2106900, ,
160527,,285300, ,
160527,,,マネタリーベース,
160527,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2132700
160527,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,68800
160527,,5/30日以降の残り要積立額（積数）,5/30日以降の残り要積立額（積数）,9600
160527,,5/30日以降の残り要積立額（１日平均）,5/30日以降の残り要積立額（１日平均）,600
