date,expected_value,preliminary_value,name,confirmed_value
160824,,,,
160824,-100,-100,銀行券要因,
160824,-2200,-2300,財政等要因,
160824,-2300,-2400,資金過不足,
160824,,,国債買入,
160824,,,国庫短期証券買入,
160824,,,国庫短期証券売却,
160824,,,国債買現先,
160824,,,国債売現先,
160824,,,共通担保資金供給（本店）,
160824,,,共通担保資金供給（全店）,
160824,,,ＣＰ買現先,
160824,,,手形売出,
160824,-500,-500,ＣＰ等買入,
160824,,,社債等買入,
160824,,,ＥＴＦ買入,
160824,,,Ｊ-ＲＥＩＴ買入,
160824,,,被災地金融機関支援資金供給等,
160824,,,貸出,
160824,200,200,国債補完供給,
160824,,-300,-300,
160824,-300,-600,小計（除く貸出支援基金）,
160824,,,成長基盤強化支援資金供給,
160824,,,貸出増加支援資金供給,
160824,+0,+0,小計（貸出支援基金）,
160824,-300,-600,合計,
160824,-2600,-3000,当座預金増減,
160824,,3028900,当座預金残高,
160824,,2728300,準備預金残高,
160824,,2260900,積み終了先,
160824,,2260800,超過準備,
160824,,300600,非準預先残高,
160824,,,マネタリーベース,
160824,,積み期間（8/16～9/15日）の所要準備額（積数）,積み期間（8/16～9/15日）の所要準備額（積数）,2142600
160824,,積み期間（8/16～9/15日）の所要準備額（１日平均）,積み期間（8/16～9/15日）の所要準備額（１日平均）,69100
160824,,8/25日以降の残り要積立額（積数）,8/25日以降の残り要積立額（積数）,14600
160824,,8/25日以降の残り要積立額（１日平均）,8/25日以降の残り要積立額（１日平均）,700
