date,expected_value,preliminary_value,name,confirmed_value
161013,,,,
161013,-600,-400,銀行券要因,
161013,3300,1900,財政等要因,
161013,2700,1500,資金過不足,
161013,,,国債買入,
161013,,,国庫短期証券買入,
161013,,,国庫短期証券売却,
161013,,,国債買現先,
161013,,,国債売現先,
161013,,,共通担保資金供給（本店）,
161013,,,共通担保資金供給（全店）,
161013,,,ＣＰ買現先,
161013,,,手形売出,
161013,-300,-300,ＣＰ等買入,
161013,,,社債等買入,
161013,500,500,ＥＴＦ買入,
161013,,,Ｊ-ＲＥＩＴ買入,
161013,,,被災地金融機関支援資金供給等,
161013,,,貸出,
161013,900,900,国債補完供給,
161013,,-1000,"-1,000",
161013,,,米ドル資金供給用担保国債供給,
161013,+1100,+100,小計（除く貸出支援基金）,
161013,,,成長基盤強化支援資金供給,
161013,,,貸出増加支援資金供給,
161013,+0,+0,小計（貸出支援基金）,
161013,+1100,+100,合計,
161013,+3800,+1600,当座預金増減,
161013,,3091300,当座預金残高,
161013,,2777200,準備預金残高,
161013,,2305500,積み終了先,
161013,,2305500,超過準備,
161013,,314100,非準預先残高,
161013,,,マネタリーベース,
161013,,積み期間（9/16～10/15日）の所要準備額（積数）,積み期間（9/16～10/15日）の所要準備額（積数）,2088800
161013,,積み期間（9/16～10/15日）の所要準備額（１日平均）,積み期間（9/16～10/15日）の所要準備額（１日平均）,69600
161013,,10/14日以降の残り要積立額（積数）,10/14日以降の残り要積立額（積数）,100
161013,,10/14日以降の残り要積立額（１日平均）,10/14日以降の残り要積立額（１日平均）,0
