date,expected_value,preliminary_value,name,confirmed_value
160226,,,,
160226,-1800,-1900,銀行券要因,
160226,800,-1100,財政等要因,
160226,-1000,-3000,資金過不足,
160226,13400,13400, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,-400,-400, ,
160226,800,800, ,
160226,100,100, ,
160226,,, ,
160226,,, ,
160226,,, ,
160226,100,100, ,
160226,+13800,+13800, ,
160226,,, ,
160226,,, ,
160226,+0,+0, ,
160226,+13800,+13800,合計,
160226,+12800,+10800,当座預金増減,
160226,,2585900,当座預金残高,
160226,,2334700, ,
160226,,1887600, ,
160226,,1883300, ,
160226,,251200, ,
160226,,,マネタリーベース,
160226,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,1900500
160226,,積み期間（2/16～3/15日）の所要準備額（1日平均）,積み期間（2/16～3/15日）の所要準備額（1日平均）,65500
160226,,2/29日以降の残り要積立額（積数）,2/29日以降の残り要積立額（積数）,5700
160226,,2/29日以降の残り要積立額（１日平均）,2/29日以降の残り要積立額（１日平均）,400
