date,expected_value,preliminary_value,name,confirmed_value
160720,,,,
160720,300,200,銀行券要因,
160720,-18300,-19700,財政等要因,
160720,-18000,-19500,資金過不足,
160720,9000,9000,国債買入,
160720,,,国庫短期証券買入,
160720,,,国庫短期証券売却,
160720,,,国債買現先,
160720,,,国債売現先,
160720,,,共通担保資金供給（本店）,
160720,,,共通担保資金供給（全店）,
160720,,,ＣＰ買現先,
160720,,,手形売出,
160720,-500,-500,ＣＰ等買入,
160720,,,社債等買入,
160720,300,300,ＥＴＦ買入,
160720,,,Ｊ-ＲＥＩＴ買入,
160720,,,被災地金融機関支援資金供給等,
160720,,,貸出,
160720,500,500,国債補完供給,
160720,,-900,-900,
160720,+9300,+8400,小計（除く貸出支援基金）,
160720,,,成長基盤強化支援資金供給,
160720,,,貸出増加支援資金供給,
160720,+0,+0,小計（貸出支援基金）,
160720,+9300,+8400,合計,
160720,-8700,-11100,当座預金増減,
160720,,2967400,当座預金残高,
160720,,2669600,準備預金残高,
160720,,2187200,積み終了先,
160720,,2183300,超過準備,
160720,,297800,非準預先残高,
160720,,,マネタリーベース,
160720,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2137000
160720,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,68900
160720,,7/21日以降の残り要積立額（積数）,7/21日以降の残り要積立額（積数）,39300
160720,,7/21日以降の残り要積立額（１日平均）,7/21日以降の残り要積立額（１日平均）,1500
