date,expected_value,preliminary_value,name,confirmed_value
160328,,,,
160328,100,0,銀行券要因,
160328,6500,7000,財政等要因,
160328,6600,7000,資金過不足,
160328,12800,12800, ,
160328,,, ,
160328,,, ,
160328,,, ,
160328,,, ,
160328,,, ,
160328,700,700, ,
160328,,, ,
160328,,, ,
160328,-500,-500, ,
160328,1500,1500, ,
160328,,, ,
160328,,, ,
160328,,, ,
160328,,, ,
160328,1300,1300, ,
160328,+15800,+14700, ,
160328,,, ,
160328,,, ,
160328,+0,+0, ,
160328,+15800,+14700,合計,
160328,+22400,+21700,当座預金増減,
160328,,2722100,当座預金残高,
160328,,2460100, ,
160328,,2004600, ,
160328,,2002500, ,
160328,,262000, ,
160328,,,マネタリーベース,
160328,,積み期間（3/16～4/15日）の所要準備額（積数）,積み期間（3/16～4/15日）の所要準備額（積数）,2047500
160328,,積み期間（3/16～4/15日）の所要準備額（1日平均）,積み期間（3/16～4/15日）の所要準備額（1日平均）,66000
160328,,3/29日以降の残り要積立額（積数）,3/29日以降の残り要積立額（積数）,6700
160328,,3/29日以降の残り要積立額（１日平均）,3/29日以降の残り要積立額（１日平均）,400
