date,expected_value,preliminary_value,name,confirmed_value
160520,,,,
160520,-400,-300,銀行券要因,
160520,-19700,-19500,財政等要因,
160520,-20100,-19800,資金過不足,
160520,12600,12600, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,-700,-700, ,
160520,,, ,
160520,100,100, ,
160520,,, ,
160520,,, ,
160520,,, ,
160520,200,200, ,
160520,+12200,+12200, ,
160520,,, ,
160520,,, ,
160520,+0,+0, ,
160520,+12200,+12200,合計,
160520,-7900,-7600,当座預金増減,
160520,,2785400,当座預金残高,
160520,,2514100, ,
160520,,2051900, ,
160520,,2044800, ,
160520,,271300, ,
160520,,,マネタリーベース,
160520,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2132500
160520,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,68800
160520,,5/23日以降の残り要積立額（積数）,5/23日以降の残り要積立額（積数）,40700
160520,,5/23日以降の残り要積立額（１日平均）,5/23日以降の残り要積立額（１日平均）,1700
