date,expected_value,preliminary_value,name,confirmed_value
160601,,,,
160601,700,600,銀行券要因,
160601,-15100,-15500,財政等要因,
160601,-14400,-14900,資金過不足,
160601,12800,12800, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,,, ,
160601,400,400, ,
160601,+13200,+13200, ,
160601,,, ,
160601,,, ,
160601,+0,+0, ,
160601,+13200,+13200,合計,
160601,-1200,-1700,当座預金増減,
160601,,2866200,当座預金残高,
160601,,2591800, ,
160601,,2143300, ,
160601,,2143300, ,
160601,,274400, ,
160601,,,マネタリーベース,
160601,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2129200
160601,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,68700
160601,,6/2日以降の残り要積立額（積数）,6/2日以降の残り要積立額（積数）,7400
160601,,6/2日以降の残り要積立額（１日平均）,6/2日以降の残り要積立額（１日平均）,500
