date,expected_value,preliminary_value,name,confirmed_value
160705,,,,
160705,800,1000,銀行券要因,
160705,8000,9400,財政等要因,
160705,8800,10400,資金過不足,
160705,12700,12700,国債買入,
160705,20000,20000,国庫短期証券買入,
160705,,,国庫短期証券売却,
160705,,,国債買現先,
160705,,,国債売現先,
160705,,,共通担保資金供給（本店）,
160705,100,100,共通担保資金供給（全店）,
160705,-600,-600,-600,
160705,,,ＣＰ買現先,
160705,,,手形売出,
160705,-200,-200,ＣＰ等買入,
160705,,,社債等買入,
160705,100,100,ＥＴＦ買入,
160705,,,Ｊ-ＲＥＩＴ買入,
160705,,,被災地金融機関支援資金供給等,
160705,,,貸出,
160705,100,100,国債補完供給,
160705,,-100,-100,
160705,+32200,+32100,小計（除く貸出支援基金）,
160705,,,成長基盤強化支援資金供給,
160705,,,貸出増加支援資金供給,
160705,+0,+0,小計（貸出支援基金）,
160705,+32200,+32100,合計,
160705,+41000,+42500,当座預金増減,
160705,,3050200,当座預金残高,
160705,,2746100,準備預金残高,
160705,,2270800,積み終了先,
160705,,2270800,超過準備,
160705,,304100,非準預先残高,
160705,,,マネタリーベース,
160705,,積み期間（6/16～7/15日）の所要準備額（積数）,積み期間（6/16～7/15日）の所要準備額（積数）,2064300
160705,,積み期間（6/16～7/15日）の所要準備額（１日平均）,積み期間（6/16～7/15日）の所要準備額（１日平均）,68800
160705,,7/6日以降の残り要積立額（積数）,7/6日以降の残り要積立額（積数）,1000
160705,,7/6日以降の残り要積立額（１日平均）,7/6日以降の残り要積立額（１日平均）,100
