date,expected_value,preliminary_value,name,confirmed_value
160928,,,,
160928,0,0,銀行券要因,
160928,-9400,-8900,財政等要因,
160928,-9400,-8900,資金過不足,
160928,13000,13000,国債買入,
160928,,,国庫短期証券買入,
160928,,,国庫短期証券売却,
160928,,,国債買現先,
160928,,,国債売現先,
160928,,,共通担保資金供給（本店）,
160928,,,共通担保資金供給（全店）,
160928,,,ＣＰ買現先,
160928,,,手形売出,
160928,-600,-600,ＣＰ等買入,
160928,,,社債等買入,
160928,300,300,ＥＴＦ買入,
160928,,,Ｊ-ＲＥＩＴ買入,
160928,,,被災地金融機関支援資金供給等,
160928,,,貸出,
160928,800,800,国債補完供給,
160928,,-600,-600,
160928,,,米ドル資金供給用担保国債供給,
160928,+13500,+12900,小計（除く貸出支援基金）,
160928,,,成長基盤強化支援資金供給,
160928,,,貸出増加支援資金供給,
160928,+0,+0,小計（貸出支援基金）,
160928,+13500,+12900,合計,
160928,+4100,+4000,当座預金増減,
160928,,3129500,当座預金残高,
160928,,2826400,準備預金残高,
160928,,2357800,積み終了先,
160928,,2357800,超過準備,
160928,,303100,非準預先残高,
160928,,,マネタリーベース,
160928,,積み期間（9/16～10/15日）の所要準備額（積数）,積み期間（9/16～10/15日）の所要準備額（積数）,2072900
160928,,積み期間（9/16～10/15日）の所要準備額（１日平均）,積み期間（9/16～10/15日）の所要準備額（１日平均）,69100
160928,,9/29日以降の残り要積立額（積数）,9/29日以降の残り要積立額（積数）,7600
160928,,9/29日以降の残り要積立額（１日平均）,9/29日以降の残り要積立額（１日平均）,500
