date,expected_value,preliminary_value,name,confirmed_value
160805,,,,
160805,0,100,銀行券要因,
160805,3300,3000,財政等要因,
160805,3300,3100,資金過不足,
160805,8000,8000,国債買入,
160805,,,国庫短期証券買入,
160805,,,国庫短期証券売却,
160805,,,国債買現先,
160805,,,国債売現先,
160805,,,共通担保資金供給（本店）,
160805,,,共通担保資金供給（全店）,
160805,,,ＣＰ買現先,
160805,,,手形売出,
160805,-600,-600,ＣＰ等買入,
160805,-100,-100,社債等買入,
160805,,,ＥＴＦ買入,
160805,,,Ｊ-ＲＥＩＴ買入,
160805,,,被災地金融機関支援資金供給等,
160805,,,貸出,
160805,1200,1200,国債補完供給,
160805,,-500,-500,
160805,+8500,+8000,小計（除く貸出支援基金）,
160805,,,成長基盤強化支援資金供給,
160805,,,貸出増加支援資金供給,
160805,+0,+0,小計（貸出支援基金）,
160805,+8500,+8000,合計,
160805,+11800,+11100,当座預金増減,
160805,,2961400,当座預金残高,
160805,,2674900,準備預金残高,
160805,,2220400,積み終了先,
160805,,2220400,超過準備,
160805,,286500,非準預先残高,
160805,,,マネタリーベース,
160805,,積み期間（7/16～8/15日）の所要準備額（積数）,積み期間（7/16～8/15日）の所要準備額（積数）,2152100
160805,,積み期間（7/16～8/15日）の所要準備額（１日平均）,積み期間（7/16～8/15日）の所要準備額（１日平均）,69400
160805,,8/8日以降の残り要積立額（積数）,8/8日以降の残り要積立額（積数）,2900
160805,,8/8日以降の残り要積立額（１日平均）,8/8日以降の残り要積立額（１日平均）,400
