date,expected_value,preliminary_value,name,confirmed_value
160122,,,,
160122,-900,-1000,銀行券要因,
160122,300,-400,財政等要因,
160122,-600,-1400,資金過不足,
160122,12800,12800, ,
160122,,, ,
160122,,, ,
160122,,, ,
160122,,, ,
160122,,, ,
160122,6100,6100, ,
160122,,, ,
160122,,, ,
160122,-300,-300, ,
160122,,, ,
160122,100,100, ,
160122,,, ,
160122,,, ,
160122,,, ,
160122,100,100, ,
160122,+9700,+9700, ,
160122,,, ,
160122,,, ,
160122,+0,+0, ,
160122,+9700,+9700,合計,
160122,+9100,+8300,当座預金増減,
160122,,2546400,当座預金残高,
160122,,2332700, ,
160122,,1882400, ,
160122,,1878000, ,
160122,,213700, ,
160122,,,マネタリーベース,
160122,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2057100
160122,,積み期間（1/16～2/15日）の所要準備額（1日平均）,積み期間（1/16～2/15日）の所要準備額（1日平均）,66400
160122,,1/25日以降の残り要積立額（積数）,1/25日以降の残り要積立額（積数）,63200
160122,,1/25日以降の残り要積立額（１日平均）,1/25日以降の残り要積立額（１日平均）,2900
