date,expected_value,preliminary_value,name,confirmed_value
160930,,,,
160930,-400,-300,銀行券要因,
160930,-8800,-11500,財政等要因,
160930,-9200,-11800,資金過不足,
160930,12000,12000,国債買入,
160930,,,国庫短期証券買入,
160930,,,国庫短期証券売却,
160930,,,国債買現先,
160930,,,国債売現先,
160930,,,共通担保資金供給（本店）,
160930,,,共通担保資金供給（全店）,
160930,,,ＣＰ買現先,
160930,,,手形売出,
160930,5500,5500,ＣＰ等買入,
160930,-7800,-7800,"-7,800",
160930,,,社債等買入,
160930,1900,1900,ＥＴＦ買入,
160930,,,Ｊ-ＲＥＩＴ買入,
160930,,,被災地金融機関支援資金供給等,
160930,,,貸出,
160930,200,200,国債補完供給,
160930,,-4400,"-4,400",
160930,,,米ドル資金供給用担保国債供給,
160930,+11800,+7400,小計（除く貸出支援基金）,
160930,,,成長基盤強化支援資金供給,
160930,,,貸出増加支援資金供給,
160930,+0,+0,小計（貸出支援基金）,
160930,+11800,+7400,合計,
160930,+2600,-4400,当座預金増減,
160930,,3118400,当座預金残高,
160930,,2803500,準備預金残高,
160930,,2329900,積み終了先,
160930,,2329800,超過準備,
160930,,314900,非準預先残高,
160930,,,マネタリーベース,
160930,,積み期間（9/16～10/15日）の所要準備額（積数）,積み期間（9/16～10/15日）の所要準備額（積数）,2075500
160930,,積み期間（9/16～10/15日）の所要準備額（１日平均）,積み期間（9/16～10/15日）の所要準備額（１日平均）,69200
160930,,10/3日以降の残り要積立額（積数）,10/3日以降の残り要積立額（積数）,5000
160930,,10/3日以降の残り要積立額（１日平均）,10/3日以降の残り要積立額（１日平均）,400
