date,expected_value,preliminary_value,name,confirmed_value
160108,,,,
160108,1900,2100,銀行券要因,
160108,1300,100,財政等要因,
160108,3200,2200,資金過不足,
160108,12900,12900, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,-500,-500, ,
160108,,, ,
160108,200,200, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,,, ,
160108,+12600,+12600, ,
160108,,, ,
160108,,, ,
160108,+0,+0, ,
160108,+12600,+12600,合計,
160108,+15800,+14800,当座預金増減,
160108,,2534900,当座預金残高,
160108,,2328800, ,
160108,,1886000, ,
160108,,1886000, ,
160108,,206100, ,
160108,,,マネタリーベース,
160108,,積み期間（12/16～1/15日）の所要準備額（積数）,積み期間（12/16～1/15日）の所要準備額（積数）,2053000
160108,,積み期間（12/16～1/15日）の所要準備額（1日平均）,積み期間（12/16～1/15日）の所要準備額（1日平均）,66200
160108,,1/12日以降の残り要積立額（積数）,1/12日以降の残り要積立額（積数）,100
160108,,1/12日以降の残り要積立額（１日平均）,1/12日以降の残り要積立額（１日平均）,0
