date,expected_value,preliminary_value,name,confirmed_value
161214,,,,
161214,-2000,-2000,銀行券要因,
161214,27000,27600,財政等要因,
161214,25000,25600,資金過不足,
161214,,,国債買入,
161214,,,国庫短期証券買入,
161214,,,国庫短期証券売却,
161214,,,国債買現先,
161214,,,国債売現先,
161214,,,共通担保資金供給（本店）,
161214,,,共通担保資金供給（全店）,
161214,,,ＣＰ買現先,
161214,,,手形売出,
161214,-100,-100,ＣＰ等買入,
161214,-100,-100,社債等買入,
161214,400,400,ＥＴＦ買入,
161214,,,Ｊ-ＲＥＩＴ買入,
161214,,,被災地金融機関支援資金供給等,
161214,,,貸出,
161214,600,600,国債補完供給,
161214,,-700,-700,
161214,,,米ドル資金供給用担保国債供給,
161214,+800,+100,小計（除く貸出支援基金）,
161214,,,成長基盤強化支援資金供給,
161214,,,貸出増加支援資金供給,
161214,+0,+0,小計（貸出支援基金）,
161214,+800,+100,合計,
161214,+25800,+25700,当座預金増減,
161214,,3141300,当座預金残高,
161214,,2815800,準備預金残高,
161214,,2378100,積み終了先,
161214,,2378100,超過準備,
161214,,325500,非準預先残高,
161214,,,マネタリーベース,
161214,,積み期間（11/16～12/15日）の所要準備額（積数）,積み期間（11/16～12/15日）の所要準備額（積数）,2122300
161214,,積み期間（11/16～12/15日）の所要準備額（１日平均）,積み期間（11/16～12/15日）の所要準備額（１日平均）,70700
161214,,12/15日以降の残り要積立額（積数）,12/15日以降の残り要積立額（積数）,0
161214,,12/15日以降の残り要積立額（１日平均）,12/15日以降の残り要積立額（１日平均）,0
