date,expected_value,preliminary_value,name,confirmed_value
161124,,,,
161124,-1600,-1600,銀行券要因,
161124,1400,1400,財政等要因,
161124,-200,-200,資金過不足,
161124,4900,4900,国債買入,
161124,,,国庫短期証券買入,
161124,,,国庫短期証券売却,
161124,,,国債買現先,
161124,,,国債売現先,
161124,,,共通担保資金供給（本店）,
161124,,,共通担保資金供給（全店）,
161124,,,ＣＰ買現先,
161124,,,手形売出,
161124,-200,-200,ＣＰ等買入,
161124,,,社債等買入,
161124,,,ＥＴＦ買入,
161124,,,Ｊ-ＲＥＩＴ買入,
161124,,,被災地金融機関支援資金供給等,
161124,,,貸出,
161124,200,200,国債補完供給,
161124,,-100,-100,
161124,,,米ドル資金供給用担保国債供給,
161124,+4900,+4800,小計（除く貸出支援基金）,
161124,,,成長基盤強化支援資金供給,
161124,,,貸出増加支援資金供給,
161124,+0,+0,小計（貸出支援基金）,
161124,+4900,+4800,合計,
161124,+4700,+4600,当座預金増減,
161124,,3147000,当座預金残高,
161124,,2833500,準備預金残高,
161124,,2383700,積み終了先,
161124,,2383700,超過準備,
161124,,313500,非準預先残高,
161124,,,マネタリーベース,
161124,,積み期間（11/16～12/15日）の所要準備額（積数）,積み期間（11/16～12/15日）の所要準備額（積数）,2111300
161124,,積み期間（11/16～12/15日）の所要準備額（１日平均）,積み期間（11/16～12/15日）の所要準備額（１日平均）,70400
161124,,11/25日以降の残り要積立額（積数）,11/25日以降の残り要積立額（積数）,13400
161124,,11/25日以降の残り要積立額（１日平均）,11/25日以降の残り要積立額（１日平均）,600
