date,expected_value,preliminary_value,name,confirmed_value
161121,,,,
161121,-500,-800,銀行券要因,
161121,-33600,-34700,財政等要因,
161121,-34100,-35500,資金過不足,
161121,,,国債買入,
161121,,,国庫短期証券買入,
161121,,,国庫短期証券売却,
161121,,,国債買現先,
161121,,,国債売現先,
161121,,,共通担保資金供給（本店）,
161121,1500,1500,共通担保資金供給（全店）,
161121,-1400,-1400,"-1,400",
161121,,,ＣＰ買現先,
161121,,,手形売出,
161121,-500,-500,ＣＰ等買入,
161121,,,社債等買入,
161121,,,ＥＴＦ買入,
161121,,,Ｊ-ＲＥＩＴ買入,
161121,,,被災地金融機関支援資金供給等,
161121,,,貸出,
161121,300,300,国債補完供給,
161121,,-200,-200,
161121,,,米ドル資金供給用担保国債供給,
161121,-100,-300,小計（除く貸出支援基金）,
161121,,,成長基盤強化支援資金供給,
161121,,,貸出増加支援資金供給,
161121,+0,+0,小計（貸出支援基金）,
161121,-100,-300,合計,
161121,-34200,-35800,当座預金増減,
161121,,3117300,当座預金残高,
161121,,2812400,準備預金残高,
161121,,2354600,積み終了先,
161121,,2353900,超過準備,
161121,,304900,非準預先残高,
161121,,,マネタリーベース,
161121,,積み期間（11/16～12/15日）の所要準備額（積数）,積み期間（11/16～12/15日）の所要準備額（積数）,2111300
161121,,積み期間（11/16～12/15日）の所要準備額（１日平均）,積み期間（11/16～12/15日）の所要準備額（１日平均）,70400
161121,,11/22日以降の残り要積立額（積数）,11/22日以降の残り要積立額（積数）,20500
161121,,11/22日以降の残り要積立額（１日平均）,11/22日以降の残り要積立額（１日平均）,900
