date,expected_value,preliminary_value,name,confirmed_value
160613,,,,
160613,900,800,銀行券要因,
160613,-3200,-3700,財政等要因,
160613,-2300,-2900,資金過不足,
160613,,, ,
160613,,, ,
160613,,, ,
160613,,, ,
160613,,, ,
160613,,, ,
160613,2100,2100, ,
160613,,, ,
160613,,, ,
160613,-200,-200, ,
160613,,, ,
160613,100,100, ,
160613,,, ,
160613,,, ,
160613,,, ,
160613,100,100, ,
160613,-400,-800, ,
160613,,, ,
160613,,, ,
160613,+0,+0, ,
160613,-400,-800,合計,
160613,-2700,-3700,当座預金増減,
160613,,2852400,当座預金残高,
160613,,2584300, ,
160613,,2145100, ,
160613,,2145100, ,
160613,,268100, ,
160613,,,マネタリーベース,
160613,,積み期間（5/16～6/15日）の所要準備額（積数）,積み期間（5/16～6/15日）の所要準備額（積数）,2141100
160613,,積み期間（5/16～6/15日）の所要準備額（1日平均）,積み期間（5/16～6/15日）の所要準備額（1日平均）,69100
160613,,6/14日以降の残り要積立額（積数）,6/14日以降の残り要積立額（積数）,100
160613,,6/14日以降の残り要積立額（１日平均）,6/14日以降の残り要積立額（１日平均）,0
