date,expected_value,preliminary_value,name,confirmed_value
160816,,,,
160816,600,500,銀行券要因,
160816,3500,3000,財政等要因,
160816,4100,3500,資金過不足,
160816,5400,5400,国債買入,
160816,30000,30000,国庫短期証券買入,
160816,,,国庫短期証券売却,
160816,,,国債買現先,
160816,,,国債売現先,
160816,,,共通担保資金供給（本店）,
160816,,,共通担保資金供給（全店）,
160816,,,ＣＰ買現先,
160816,,,手形売出,
160816,-300,-300,ＣＰ等買入,
160816,,,社債等買入,
160816,,,ＥＴＦ買入,
160816,,,Ｊ-ＲＥＩＴ買入,
160816,,,被災地金融機関支援資金供給等,
160816,,,貸出,
160816,1000,1000,国債補完供給,
160816,,-300,-300,
160816,+36100,+35800,小計（除く貸出支援基金）,
160816,,,成長基盤強化支援資金供給,
160816,,,貸出増加支援資金供給,
160816,+0,+0,小計（貸出支援基金）,
160816,+36100,+35800,合計,
160816,+40200,+39300,当座預金増減,
160816,,3037000,当座預金残高,
160816,,2732400,準備預金残高,
160816,,1187000,積み終了先,
160816,,636200,超過準備,
160816,,304600,非準預先残高,
160816,,,マネタリーベース,
160816,,積み期間（8/16～9/15日）の所要準備額（積数）,積み期間（8/16～9/15日）の所要準備額（積数）,2142600
160816,,積み期間（8/16～9/15日）の所要準備額（１日平均）,積み期間（8/16～9/15日）の所要準備額（１日平均）,69100
160816,,8/17日以降の残り要積立額（積数）,8/17日以降の残り要積立額（積数）,513300
160816,,8/17日以降の残り要積立額（１日平均）,8/17日以降の残り要積立額（１日平均）,17100
