date,expected_value,preliminary_value,name,confirmed_value
170106,,,,
170106,3400,3600,銀行券要因,
170106,-18000,-17000,財政等要因,
170106,-14600,-13400,資金過不足,
170106,11300,11300,国債買入,
170106,,,国庫短期証券買入,
170106,,,国庫短期証券売却,
170106,,,国債買現先,
170106,,,国債売現先,
170106,,,共通担保資金供給（本店）,
170106,,,共通担保資金供給（全店）,
170106,,,ＣＰ買現先,
170106,,,手形売出,
170106,-100,-100,ＣＰ等買入,
170106,,,社債等買入,
170106,200,200,ＥＴＦ買入,
170106,,,Ｊ-ＲＥＩＴ買入,
170106,,,被災地金融機関支援資金供給等,
170106,,,貸出,
170106,1000,1000,国債補完供給,
170106,,-2200,"-2,200",
170106,,,米ドル資金供給用担保国債供給,
170106,+12400,+10200,小計（除く貸出支援基金）,
170106,,,成長基盤強化支援資金供給,
170106,,,貸出増加支援資金供給,
170106,+0,+0,小計（貸出支援基金）,
170106,+12400,+10200,合計,
170106,-2200,-3200,当座預金増減,
170106,,3328100,当座預金残高,
170106,,3000400,準備預金残高,
170106,,2517300,積み終了先,
170106,,2517300,超過準備,
170106,,327700,非準預先残高,
170106,,,マネタリーベース,
170106,,積み期間（12/16～1/15日）の所要準備額（積数）,積み期間（12/16～1/15日）の所要準備額（積数）,2202100
170106,,積み期間（12/16～1/15日）の所要準備額（１日平均）,積み期間（12/16～1/15日）の所要準備額（１日平均）,71000
170106,,1/10日以降の残り要積立額（積数）,1/10日以降の残り要積立額（積数）,500
170106,,1/10日以降の残り要積立額（１日平均）,1/10日以降の残り要積立額（１日平均）,100
