date,expected_value,preliminary_value,name,confirmed_value
170116,,,,
170116,2600,2500,銀行券要因,
170116,-39100,-38900,財政等要因,
170116,-36500,-36400,資金過不足,
170116,7400,7400,国債買入,
170116,,,国庫短期証券買入,
170116,,,国庫短期証券売却,
170116,,,国債買現先,
170116,,,国債売現先,
170116,,,共通担保資金供給（本店）,
170116,1600,1600,共通担保資金供給（全店）,
170116,-1500,-1500,"-1,500",
170116,,,ＣＰ買現先,
170116,,,手形売出,
170116,-900,-900,ＣＰ等買入,
170116,,,社債等買入,
170116,1100,1100,ＥＴＦ買入,
170116,,,Ｊ-ＲＥＩＴ買入,
170116,,,被災地金融機関支援資金供給等,
170116,,,貸出,
170116,900,900,国債補完供給,
170116,,-2100,"-2,100",
170116,,,米ドル資金供給用担保国債供給,
170116,+8600,+6500,小計（除く貸出支援基金）,
170116,,,成長基盤強化支援資金供給,
170116,,,貸出増加支援資金供給,
170116,+0,+0,小計（貸出支援基金）,
170116,+8600,+6500,合計,
170116,-27900,-29900,当座預金増減,
170116,,3279300,当座預金残高,
170116,,2946900,準備預金残高,
170116,,954300,積み終了先,
170116,,713800,超過準備,
170116,,332400,非準預先残高,
170116,,,マネタリーベース,
170116,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2229400
170116,,積み期間（1/16～2/15日）の所要準備額（１日平均）,積み期間（1/16～2/15日）の所要準備額（１日平均）,71900
170116,,1/17日以降の残り要積立額（積数）,1/17日以降の残り要積立額（積数）,473600
170116,,1/17日以降の残り要積立額（１日平均）,1/17日以降の残り要積立額（１日平均）,15800
