date,expected_value,preliminary_value,name,confirmed_value
170124,,,,
170124,200,100,銀行券要因,
170124,-2500,-3400,財政等要因,
170124,-2300,-3300,資金過不足,
170124,11300,11300,国債買入,
170124,15100,15100,国庫短期証券買入,
170124,,,国庫短期証券売却,
170124,,,国債買現先,
170124,,,国債売現先,
170124,,,共通担保資金供給（本店）,
170124,,,共通担保資金供給（全店）,
170124,,,ＣＰ買現先,
170124,,,手形売出,
170124,-200,-200,ＣＰ等買入,
170124,,,社債等買入,
170124,,,ＥＴＦ買入,
170124,,,Ｊ-ＲＥＩＴ買入,
170124,,,被災地金融機関支援資金供給等,
170124,,,貸出,
170124,,,国債補完供給,
170124,,,米ドル資金供給用担保国債供給,
170124,+26200,+26200,小計（除く貸出支援基金）,
170124,,,成長基盤強化支援資金供給,
170124,,,貸出増加支援資金供給,
170124,+0,+0,小計（貸出支援基金）,
170124,+26200,+26200,合計,
170124,+23900,+22900,当座預金増減,
170124,,3294300,当座預金残高,
170124,,2953300,準備預金残高,
170124,,2475400,積み終了先,
170124,,2475400,超過準備,
170124,,341000,非準預先残高,
170124,,,マネタリーベース,
170124,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2229500
170124,,積み期間（1/16～2/15日）の所要準備額（１日平均）,積み期間（1/16～2/15日）の所要準備額（１日平均）,71900
170124,,1/25日以降の残り要積立額（積数）,1/25日以降の残り要積立額（積数）,13700
170124,,1/25日以降の残り要積立額（１日平均）,1/25日以降の残り要積立額（１日平均）,600
