date,expected_value,preliminary_value,name,confirmed_value
170210,,,,
170210,0,100,銀行券要因,
170210,-15300,-14000,財政等要因,
170210,-15300,-13900,資金過不足,
170210,13100,13100,国債買入,
170210,,,国庫短期証券買入,
170210,,,国庫短期証券売却,
170210,,,国債買現先,
170210,,,国債売現先,
170210,,,共通担保資金供給（本店）,
170210,,,共通担保資金供給（全店）,
170210,,,ＣＰ買現先,
170210,,,手形売出,
170210,-200,-200,ＣＰ等買入,
170210,,,社債等買入,
170210,600,600,ＥＴＦ買入,
170210,,,Ｊ-ＲＥＩＴ買入,
170210,,,被災地金融機関支援資金供給等,
170210,,,貸出,
170210,2400,2400,国債補完供給,
170210,,-3700,"-3,700",
170210,,,米ドル資金供給用担保国債供給,
170210,+15900,+12200,小計（除く貸出支援基金）,
170210,,,成長基盤強化支援資金供給,
170210,,,貸出増加支援資金供給,
170210,+0,+0,小計（貸出支援基金）,
170210,+15900,+12200,合計,
170210,+600,-1700,当座預金増減,
170210,,3255500,当座預金残高,
170210,,2932900,準備預金残高,
170210,,2476000,積み終了先,
170210,,2475800,超過準備,
170210,,322600,非準預先残高,
170210,,,マネタリーベース,
170210,,積み期間（1/16～2/15日）の所要準備額（積数）,積み期間（1/16～2/15日）の所要準備額（積数）,2246500
170210,,積み期間（1/16～2/15日）の所要準備額（１日平均）,積み期間（1/16～2/15日）の所要準備額（１日平均）,72500
170210,,2/13日以降の残り要積立額（積数）,2/13日以降の残り要積立額（積数）,200
170210,,2/13日以降の残り要積立額（１日平均）,2/13日以降の残り要積立額（１日平均）,100
