date,expected_value,preliminary_value,name,confirmed_value
170220,,,,
170220,-400,-400,銀行券要因,
170220,-30600,-31000,財政等要因,
170220,-31000,-31400,資金過不足,
170220,,,国債買入,
170220,,,国庫短期証券買入,
170220,,,国庫短期証券売却,
170220,,,国債買現先,
170220,,,国債売現先,
170220,,,共通担保資金供給（本店）,
170220,1500,1500,共通担保資金供給（全店）,
170220,-1600,-1600,"-1,600",
170220,,,ＣＰ買現先,
170220,,,手形売出,
170220,-300,-300,ＣＰ等買入,
170220,,,社債等買入,
170220,200,200,ＥＴＦ買入,
170220,,,Ｊ-ＲＥＩＴ買入,
170220,,,被災地金融機関支援資金供給等,
170220,,,貸出,
170220,200,200,国債補完供給,
170220,,-300,-300,
170220,,,米ドル資金供給用担保国債供給,
170220,+0,-300,小計（除く貸出支援基金）,
170220,,,成長基盤強化支援資金供給,
170220,,,貸出増加支援資金供給,
170220,+0,+0,小計（貸出支援基金）,
170220,+0,-300,合計,
170220,-31000,-31700,当座預金増減,
170220,,3275200,当座預金残高,
170220,,2947500,準備預金残高,
170220,,2465100,積み終了先,
170220,,2464400,超過準備,
170220,,327700,非準預先残高,
170220,,,マネタリーベース,
170220,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2016100
170220,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72000
170220,,2/21日以降の残り要積立額（積数）,2/21日以降の残り要積立額（積数）,17200
170220,,2/21日以降の残り要積立額（１日平均）,2/21日以降の残り要積立額（１日平均）,800
