date,expected_value,preliminary_value,name,confirmed_value
170221,,,,
170221,-400,-500,銀行券要因,
170221,4500,3500,財政等要因,
170221,4100,3000,資金過不足,
170221,4500,4500,国債買入,
170221,10000,10000,国庫短期証券買入,
170221,,,国庫短期証券売却,
170221,,,国債買現先,
170221,,,国債売現先,
170221,,,共通担保資金供給（本店）,
170221,,,共通担保資金供給（全店）,
170221,,,ＣＰ買現先,
170221,,,手形売出,
170221,-200,-200,ＣＰ等買入,
170221,,,社債等買入,
170221,100,100,ＥＴＦ買入,
170221,,,Ｊ-ＲＥＩＴ買入,
170221,,,被災地金融機関支援資金供給等,
170221,,,貸出,
170221,300,300,国債補完供給,
170221,,-200,-200,
170221,,,米ドル資金供給用担保国債供給,
170221,+14700,+14500,小計（除く貸出支援基金）,
170221,,,成長基盤強化支援資金供給,
170221,,,貸出増加支援資金供給,
170221,+0,+0,小計（貸出支援基金）,
170221,+14700,+14500,合計,
170221,+18800,+17500,当座預金増減,
170221,,3292700,当座預金残高,
170221,,2956200,準備預金残高,
170221,,2483700,積み終了先,
170221,,2480000,超過準備,
170221,,336500,非準預先残高,
170221,,,マネタリーベース,
170221,,積み期間（2/16～3/15日）の所要準備額（積数）,積み期間（2/16～3/15日）の所要準備額（積数）,2016100
170221,,積み期間（2/16～3/15日）の所要準備額（１日平均）,積み期間（2/16～3/15日）の所要準備額（１日平均）,72000
170221,,2/22日以降の残り要積立額（積数）,2/22日以降の残り要積立額（積数）,11500
170221,,2/22日以降の残り要積立額（１日平均）,2/22日以降の残り要積立額（１日平均）,500
